Department Name,Date,Number of Sales
Video Games,2023-06-14,3390
Luggage,2023-01-28,1391
Software,2023-01-10,4093
Books,2023-08-07,1548
Food & Beverage,2023-03-02,4874
Watches,2023-05-23,731
Sports,2023-02-23,1990
Luggage,2023-09-03,531
Appliances,2023-08-22,4785
Travel,2023-08-01,1996
Shoes,2023-11-17,2038
Office Supplies,2023-08-14,3341
Toys,2023-02-27,3640
Jewelry,2023-09-01,3273
Luggage,2023-02-11,1051
Art & Crafts,2023-11-20,3797
Shoes,2023-09-29,2303
Tools & Hardware,2023-03-28,4826
Beauty & Personal Care,2023-06-12,936
Toys,2023-02-23,1603
Musical Instruments,2023-12-29,3453
Garden & Outdoor,2023-02-14,4712
Travel,2023-03-06,800
Musical Instruments,2023-07-02,4624
Office Supplies,2023-07-04,181
Pharmacy,2023-04-13,467
Clothing,2023-03-06,3581
Watches,2023-05-14,4522
Baby & Kids,2023-12-26,957
Tools & Hardware,2023-12-31,3883
Toys,2023-04-04,4596
Software,2023-08-17,3470
Watches,2023-12-20,898
Office Supplies,2023-10-09,2420
Sports,2023-05-04,2916
Appliances,2023-12-26,2812
Watches,2023-09-09,3361
Luggage,2023-08-13,121
Electronics,2023-11-14,971
Watches,2023-10-12,4090
Home & Garden,2023-04-14,975
Video Games,2023-11-20,2329
Travel,2023-03-19,3599
Cell Phones,2023-04-28,4370
Travel,2023-03-21,3441
Pet Supplies,2023-11-28,249
Health & Beauty,2023-02-28,2166
Clothing,2023-06-19,794
Pharmacy,2023-06-07,4131
Travel,2023-12-09,1056
Books,2023-11-21,2630
Watches,2023-08-30,4158
Watches,2023-10-30,4211
Appliances,2023-12-28,4066
Beauty & Personal Care,2023-12-01,4443
Baby & Kids,2023-03-05,4581
Sports,2023-05-25,461
Movies & TV,2023-09-10,3339
Software,2023-08-17,3179
Shoes,2023-06-06,3021
Beauty & Personal Care,2023-12-28,1368
Tools & Hardware,2023-05-07,2977
Cell Phones,2023-08-01,3124
Clothing,2023-02-06,2260
Toys,2023-01-07,2892
Baby & Kids,2023-08-19,1135
Beauty & Personal Care,2023-07-06,3244
Pet Supplies,2023-09-12,3040
Musical Instruments,2023-08-08,1492
Home & Garden,2023-08-29,1126
Art & Crafts,2023-05-06,2405
Art & Crafts,2023-03-08,2740
Garden & Outdoor,2023-01-24,3546
Clothing,2023-09-01,3801
Home & Garden,2023-04-15,634
Shoes,2023-03-03,4835
Shoes,2023-10-12,3005
Automotive,2023-09-12,2568
Computer & Tablets,2023-07-09,2601
Art & Crafts,2023-07-11,1207
Books,2023-03-06,1317
Appliances,2023-03-20,758
Garden & Outdoor,2023-09-29,2176
Travel,2023-11-13,4370
Shoes,2023-04-24,519
Food & Beverage,2023-01-28,3322
Pet Supplies,2023-07-26,3045
Software,2023-03-10,1236
Tools & Hardware,2023-06-04,3773
Baby & Kids,2023-07-10,4702
Luggage,2023-04-09,4183
Shoes,2023-11-23,3542
Toys,2023-08-13,371
Computer & Tablets,2023-05-17,3804
Movies & TV,2023-11-22,3076
Clothing,2023-02-15,4318
Furniture,2023-02-02,488
Home & Garden,2023-04-12,3449
Home & Garden,2023-07-03,3181
Clothing,2023-04-02,4952
Movies & TV,2023-03-13,3217
Toys,2023-12-30,1271
Baby & Kids,2023-01-26,4998
Automotive,2023-12-17,1006
Appliances,2023-04-15,1379
Tools & Hardware,2023-05-04,740
Office Supplies,2023-06-15,2999
Watches,2023-11-20,355
Home & Garden,2023-04-28,4711
Software,2023-04-07,2708
Jewelry,2023-09-02,1986
Automotive,2023-02-17,3280
Toys,2023-02-03,4760
Computer & Tablets,2023-07-19,3908
Industrial & Scientific,2023-11-08,2624
Luggage,2023-08-17,3004
Garden & Outdoor,2023-09-30,450
Video Games,2023-12-28,4693
Software,2023-05-09,2321
Pharmacy,2023-02-08,2272
Industrial & Scientific,2023-06-05,4381
Toys,2023-03-05,4463
Tools & Hardware,2023-08-26,1790
Baby & Kids,2023-08-04,1848
Sports,2023-01-15,2351
Video Games,2023-05-09,2169
Luggage,2023-12-10,2909
Home & Garden,2023-05-04,1221
Beauty & Personal Care,2023-05-31,3421
Tools & Hardware,2023-01-06,4439
Home & Garden,2023-04-17,3016
Musical Instruments,2023-07-25,2720
Luggage,2023-06-06,1043
Tools & Hardware,2023-03-15,4351
Appliances,2023-09-05,1941
Beauty & Personal Care,2023-12-16,4538
Food & Beverage,2023-01-12,4359
Travel,2023-06-28,4421
Food & Beverage,2023-07-10,4781
Musical Instruments,2023-03-02,4775
Pharmacy,2023-01-17,2110
Beauty & Personal Care,2023-10-23,2705
Video Games,2023-12-13,3340
Clothing,2023-02-20,1316
Watches,2023-05-18,241
Pet Supplies,2023-07-26,3906
Toys,2023-03-22,4790
Video Games,2023-03-02,4193
Furniture,2023-02-24,1834
Art & Crafts,2023-11-18,199
Books,2023-08-02,2421
Furniture,2023-08-10,2642
Appliances,2023-09-20,2777
Travel,2023-09-10,3150
Industrial & Scientific,2023-07-23,3537
Tools & Hardware,2023-04-04,2489
Tools & Hardware,2023-10-31,203
Pharmacy,2023-10-12,1041
Cell Phones,2023-12-26,2384
Jewelry,2023-10-30,2444
Appliances,2023-10-02,388
Beauty & Personal Care,2023-05-09,4973
Clothing,2023-12-04,3663
Jewelry,2023-08-02,4865
Shoes,2023-11-14,4479
Beauty & Personal Care,2023-01-01,2565
Beauty & Personal Care,2023-10-31,2877
Office Supplies,2023-11-22,3513
Pet Supplies,2023-04-16,2853
Food & Beverage,2023-04-15,3886
Baby & Kids,2023-11-23,615
Health & Beauty,2023-09-02,4445
Furniture,2023-05-28,4265
Video Games,2023-02-25,3272
Books,2023-11-26,165
Beauty & Personal Care,2023-10-17,838
Health & Beauty,2023-07-18,693
Home & Garden,2023-08-22,1295
Electronics,2023-06-27,2152
Industrial & Scientific,2023-08-18,4740
Software,2023-07-12,157
Cell Phones,2023-06-27,4768
Travel,2023-02-28,2160
Office Supplies,2023-03-22,323
Industrial & Scientific,2023-01-22,2852
Appliances,2023-12-18,2816
Toys,2023-06-11,1415
Food & Beverage,2023-06-21,278
Beauty & Personal Care,2023-03-02,2705
Office Supplies,2023-05-17,1029
Health & Beauty,2023-05-25,2926
Movies & TV,2023-11-27,3073
Pharmacy,2023-07-31,4006
Health & Beauty,2023-12-20,2540
Toys,2023-02-11,3348
Pet Supplies,2023-12-14,582
Furniture,2023-07-27,1428
Books,2023-12-10,1900
Tools & Hardware,2023-10-12,2223
Beauty & Personal Care,2023-08-11,2787
Beauty & Personal Care,2023-06-03,4893
Books,2023-09-13,1807
Automotive,2023-08-16,4538
Garden & Outdoor,2023-03-25,2746
Shoes,2023-03-29,1104
Industrial & Scientific,2023-06-19,2931
Tools & Hardware,2023-01-09,1751
Garden & Outdoor,2023-07-16,2169
Books,2023-10-13,4477
Computer & Tablets,2023-12-01,3217
Art & Crafts,2023-12-07,392
Computer & Tablets,2023-04-12,842
Appliances,2023-07-05,3270
Garden & Outdoor,2023-04-23,1222
Appliances,2023-10-19,795
Music,2023-01-27,4217
Industrial & Scientific,2023-05-31,1224
Tools & Hardware,2023-12-15,2330
Watches,2023-10-02,4992
Shoes,2023-07-16,3505
Computer & Tablets,2023-08-06,1631
Books,2023-08-21,303
Furniture,2023-09-10,4451
Food & Beverage,2023-03-02,2611
Shoes,2023-06-05,4395
Watches,2023-06-03,2957
Computer & Tablets,2023-10-05,4295
Jewelry,2023-07-07,3326
Beauty & Personal Care,2023-09-11,4349
Travel,2023-03-02,4732
Electronics,2023-02-08,1498
Movies & TV,2023-11-04,1553
Pet Supplies,2023-04-07,1305
Computer & Tablets,2023-12-25,4918
Appliances,2023-11-03,1404
Pharmacy,2023-02-20,3554
Garden & Outdoor,2023-09-24,284
Sports,2023-01-08,123
Automotive,2023-10-19,2923
Garden & Outdoor,2023-09-18,908
Jewelry,2023-07-14,4087
Home & Garden,2023-04-19,3621
Toys,2023-10-10,2639
Cell Phones,2023-08-22,2882
Automotive,2023-08-11,3399
Appliances,2023-02-04,3802
Food & Beverage,2023-03-14,3493
Clothing,2023-04-28,127
Jewelry,2023-02-02,3157
Musical Instruments,2023-05-21,1002
Travel,2023-04-11,4153
Home & Garden,2023-04-02,4984
Health & Beauty,2023-03-09,1006
Music,2023-04-09,4055
Jewelry,2023-08-17,2940
Music,2023-03-25,161
Musical Instruments,2023-01-19,2462
Appliances,2023-12-22,1596
Pet Supplies,2023-08-04,3434
Automotive,2023-01-11,778
Movies & TV,2023-01-29,4633
Toys,2023-05-13,1828
Baby & Kids,2023-05-14,4119
Books,2023-12-16,2693
Health & Beauty,2023-02-27,1993
Sports,2023-11-30,3962
Sports,2023-03-15,3284
Cell Phones,2023-07-11,516
Computer & Tablets,2023-01-11,4569
Beauty & Personal Care,2023-08-13,2995
Health & Beauty,2023-01-08,4876
Pharmacy,2023-08-29,2948
Computer & Tablets,2023-04-27,4972
Garden & Outdoor,2023-12-07,1879
Electronics,2023-12-25,3744
Video Games,2023-02-26,1307
Cell Phones,2023-02-16,2340
Musical Instruments,2023-04-08,700
Pet Supplies,2023-06-07,4293
Pet Supplies,2023-05-29,3074
Luggage,2023-10-29,1479
Health & Beauty,2023-10-16,454
Musical Instruments,2023-12-14,3653
Cell Phones,2023-05-26,278
Watches,2023-01-10,2061
Appliances,2023-10-11,1750
Food & Beverage,2023-05-21,4504
Food & Beverage,2023-01-06,3270
Garden & Outdoor,2023-07-16,3249
Pharmacy,2023-12-29,2763
Appliances,2023-09-27,2267
Toys,2023-06-23,4966
Software,2023-08-10,4602
Health & Beauty,2023-11-16,2289
Home & Garden,2023-04-13,2818
Office Supplies,2023-08-28,3805
Food & Beverage,2023-06-27,2073
Music,2023-01-02,3773
Movies & TV,2023-09-30,826
Music,2023-12-30,3297
Sports,2023-07-17,1479
Furniture,2023-11-16,238
Books,2023-05-26,3768
Jewelry,2023-08-29,209
Musical Instruments,2023-04-17,2463
Cell Phones,2023-12-28,4101
Travel,2023-07-31,4193
Cell Phones,2023-11-19,1626
Toys,2023-06-22,190
Tools & Hardware,2023-04-03,1750
Jewelry,2023-01-16,1831
Electronics,2023-02-14,3837
Office Supplies,2023-07-21,86
Music,2023-10-31,1315
Musical Instruments,2023-05-24,3793
Office Supplies,2023-09-02,3246
Pet Supplies,2023-03-21,4718
Furniture,2023-09-22,3008
Electronics,2023-11-20,636
Electronics,2023-03-06,3185
Travel,2023-06-26,612
Home & Garden,2023-03-18,3636
Jewelry,2023-02-03,1197
Software,2023-12-22,2854
Tools & Hardware,2023-05-08,1062
Sports,2023-03-23,1949
Books,2023-08-30,3817
Automotive,2023-01-11,4963
Toys,2023-06-05,2911
Cell Phones,2023-09-14,4672
Automotive,2023-08-01,3322
Clothing,2023-11-05,534
Industrial & Scientific,2023-01-10,3527
Beauty & Personal Care,2023-06-29,529
Clothing,2023-03-06,1292
Musical Instruments,2023-07-16,456
Music,2023-01-04,3794
Furniture,2023-12-31,2545
Electronics,2023-08-25,4979
Movies & TV,2023-09-26,3380
Beauty & Personal Care,2023-02-05,584
Music,2023-04-29,3165
Baby & Kids,2023-11-17,4859
Baby & Kids,2023-05-22,909
Beauty & Personal Care,2023-07-27,4715
Toys,2023-01-09,3273
Jewelry,2023-05-05,993
Clothing,2023-07-27,686
Luggage,2023-03-27,2440
Home & Garden,2023-11-13,4602
Automotive,2023-01-10,2561
Computer & Tablets,2023-09-11,4461
Music,2023-01-05,3274
Software,2023-07-08,3380
Food & Beverage,2023-09-18,4102
Watches,2023-11-04,2170
Clothing,2023-01-01,1841
Computer & Tablets,2023-11-18,4176
Music,2023-09-25,159
Electronics,2023-06-18,3314
Toys,2023-08-23,312
Musical Instruments,2023-12-12,499
Furniture,2023-12-11,1771
Pet Supplies,2023-01-13,3366
Computer & Tablets,2023-04-30,2565
Baby & Kids,2023-02-05,2867
Art & Crafts,2023-09-21,635
Food & Beverage,2023-07-15,1923
Industrial & Scientific,2023-07-23,2432
Sports,2023-12-21,3374
Electronics,2023-02-04,821
Garden & Outdoor,2023-06-30,725
Computer & Tablets,2023-11-09,4380
Watches,2023-05-30,4742
Pharmacy,2023-02-07,2840
Music,2023-12-25,2513
Home & Garden,2023-06-05,3055
Appliances,2023-04-24,4268
Video Games,2023-11-06,1089
Jewelry,2023-07-06,391
Computer & Tablets,2023-08-24,2601
Shoes,2023-07-16,1746
Computer & Tablets,2023-04-04,3473
Luggage,2023-05-10,871
Art & Crafts,2023-06-21,1603
Computer & Tablets,2023-06-21,1290
Tools & Hardware,2023-03-29,618
Cell Phones,2023-09-10,4890
Appliances,2023-08-30,2306
Art & Crafts,2023-07-15,4643
Tools & Hardware,2023-04-26,1497
Tools & Hardware,2023-06-14,1295
Food & Beverage,2023-01-17,4204
Appliances,2023-08-14,2517
Musical Instruments,2023-04-17,697
Appliances,2023-08-04,4354
Software,2023-03-13,4386
Garden & Outdoor,2023-05-05,670
Watches,2023-01-12,3100
Shoes,2023-06-22,2107
Watches,2023-12-28,752
Toys,2023-10-30,1813
Food & Beverage,2023-10-23,3979
Cell Phones,2023-12-22,3835
Pharmacy,2023-02-02,63
Home & Garden,2023-12-12,3113
Health & Beauty,2023-10-04,1838
Tools & Hardware,2023-03-17,3414
Sports,2023-05-28,2292
Cell Phones,2023-12-11,4697
Electronics,2023-09-06,3777
Baby & Kids,2023-08-12,2840
Baby & Kids,2023-01-03,3160
Sports,2023-12-31,3377
Garden & Outdoor,2023-06-26,1562
Toys,2023-06-24,1459
Appliances,2023-06-06,1260
Tools & Hardware,2023-01-05,3918
Furniture,2023-02-20,1489
Jewelry,2023-02-23,4876
Music,2023-07-07,2954
Art & Crafts,2023-01-22,782
Luggage,2023-04-13,817
Automotive,2023-12-19,1019
Art & Crafts,2023-04-20,1485
Toys,2023-06-11,3815
Industrial & Scientific,2023-12-05,3576
Luggage,2023-11-19,3932
Jewelry,2023-04-14,710
Pet Supplies,2023-01-30,4923
Health & Beauty,2023-03-03,1500
Jewelry,2023-11-01,4225
Tools & Hardware,2023-07-09,917
Industrial & Scientific,2023-10-06,441
Jewelry,2023-06-30,2940
Health & Beauty,2023-10-04,3815
Pharmacy,2023-06-08,2639
Home & Garden,2023-08-13,1206
Tools & Hardware,2023-02-10,163
Garden & Outdoor,2023-01-08,2741
Food & Beverage,2023-10-27,795
Watches,2023-04-15,3883
Music,2023-03-14,2214
Furniture,2023-12-17,1073
Computer & Tablets,2023-10-17,3616
Toys,2023-06-14,2042
Pharmacy,2023-08-17,1944
Movies & TV,2023-06-02,4746
Art & Crafts,2023-12-31,2360
Furniture,2023-06-19,1832
Pet Supplies,2023-04-15,581
Computer & Tablets,2023-02-23,4712
Pharmacy,2023-07-20,2431
Video Games,2023-03-06,3602
Pharmacy,2023-10-16,4713
Watches,2023-09-25,4313
Industrial & Scientific,2023-06-04,1953
Computer & Tablets,2023-03-22,2042
Electronics,2023-10-01,2156
Cell Phones,2023-11-26,2394
Health & Beauty,2023-05-09,2138
Computer & Tablets,2023-05-02,3234
Books,2023-10-10,4559
Books,2023-11-19,1184
Home & Garden,2023-04-24,1284
Appliances,2023-09-06,167
Home & Garden,2023-06-24,952
Cell Phones,2023-10-29,2368
Pet Supplies,2023-03-02,2744
Tools & Hardware,2023-06-08,4559
Office Supplies,2023-04-11,3683
Toys,2023-11-07,1013
Shoes,2023-03-28,940
Appliances,2023-08-14,3423
Musical Instruments,2023-07-12,3231
Home & Garden,2023-01-21,3772
Pharmacy,2023-07-05,2720
Industrial & Scientific,2023-03-18,3727
Office Supplies,2023-04-18,1970
Music,2023-04-14,2667
Pharmacy,2023-09-25,2872
Music,2023-08-13,4406
Beauty & Personal Care,2023-01-23,2428
Electronics,2023-01-06,2161
Industrial & Scientific,2023-02-07,3299
Health & Beauty,2023-10-27,797
Industrial & Scientific,2023-02-08,499
Luggage,2023-08-02,3782
Furniture,2023-04-16,4559
Industrial & Scientific,2023-05-23,4346
Shoes,2023-07-16,968
Health & Beauty,2023-12-07,302
Travel,2023-02-11,3875
Watches,2023-03-10,3999
Automotive,2023-12-24,607
Clothing,2023-07-22,1659
Automotive,2023-09-19,3887
Books,2023-10-11,4049
Shoes,2023-07-15,4384
Shoes,2023-05-17,4225
Toys,2023-11-06,311
Computer & Tablets,2023-07-13,1226
Toys,2023-04-19,4559
Furniture,2023-05-09,2958
Books,2023-07-01,4484
Video Games,2023-11-25,3407
Office Supplies,2023-10-05,428
Toys,2023-03-20,1459
Pharmacy,2023-10-25,3514
Garden & Outdoor,2023-02-26,3363
Jewelry,2023-05-08,2638
Toys,2023-06-21,1171
Watches,2023-12-13,1790
Furniture,2023-07-25,2600
Health & Beauty,2023-04-15,155
Beauty & Personal Care,2023-03-28,1254
Toys,2023-01-02,1883
Garden & Outdoor,2023-09-10,4314
Video Games,2023-02-12,3329
Musical Instruments,2023-02-18,2550
Software,2023-11-06,402
Luggage,2023-08-17,2134
Musical Instruments,2023-10-07,2311
Computer & Tablets,2023-04-01,1019
Electronics,2023-08-31,3629
Music,2023-12-12,3098
Computer & Tablets,2023-02-23,3089
Books,2023-02-17,4626
Watches,2023-08-20,1764
Industrial & Scientific,2023-06-30,2441
Watches,2023-02-18,570
Luggage,2023-10-03,2771
Beauty & Personal Care,2023-06-22,4913
Luggage,2023-05-11,2154
Appliances,2023-11-23,2945
Musical Instruments,2023-01-20,3745
Pet Supplies,2023-08-21,2701
Industrial & Scientific,2023-05-31,2668
Sports,2023-10-06,809
Automotive,2023-05-11,2346
Food & Beverage,2023-03-24,1175
Garden & Outdoor,2023-09-14,134
Furniture,2023-11-14,687
Toys,2023-08-17,4462
Travel,2023-06-11,4430
Cell Phones,2023-11-14,2958
Furniture,2023-08-26,418
Software,2023-06-18,1473
Clothing,2023-10-26,4759
Beauty & Personal Care,2023-08-12,4369
Garden & Outdoor,2023-12-18,3875
Software,2023-11-12,209
Home & Garden,2023-06-15,1164
Electronics,2023-12-08,903
Baby & Kids,2023-09-24,2481
Art & Crafts,2023-09-27,1353
Video Games,2023-12-15,3480
Office Supplies,2023-10-02,4273
Baby & Kids,2023-02-28,3879
Travel,2023-12-06,421
Pet Supplies,2023-09-04,4164
Books,2023-01-29,4674
Musical Instruments,2023-03-24,3339
Shoes,2023-11-12,2588
Baby & Kids,2023-02-02,4515
Music,2023-08-17,642
Computer & Tablets,2023-05-22,2224
Luggage,2023-03-08,4402
Food & Beverage,2023-09-04,3078
Computer & Tablets,2023-09-05,493
Tools & Hardware,2023-08-13,1605
Appliances,2023-11-16,4769
Watches,2023-05-15,392
Garden & Outdoor,2023-07-24,3165
Pharmacy,2023-09-06,987
Tools & Hardware,2023-12-05,1674
Appliances,2023-03-13,4580
Office Supplies,2023-03-16,3342
Travel,2023-12-21,2256
Food & Beverage,2023-01-10,4163
Health & Beauty,2023-05-07,1275
Music,2023-05-08,2719
Jewelry,2023-02-15,1507
Sports,2023-11-22,2742
Tools & Hardware,2023-06-30,597
Books,2023-02-08,4016
Baby & Kids,2023-11-11,4190
Movies & TV,2023-07-17,3981
Clothing,2023-08-14,3405
Cell Phones,2023-02-01,1280
Jewelry,2023-09-01,4688
Food & Beverage,2023-12-20,3164
Computer & Tablets,2023-04-13,4104
Movies & TV,2023-04-10,2852
Watches,2023-12-22,810
Furniture,2023-04-26,562
Toys,2023-01-21,4398
Musical Instruments,2023-02-19,4752
Movies & TV,2023-12-08,1754
Furniture,2023-08-04,2940
Musical Instruments,2023-01-14,2787
Tools & Hardware,2023-07-05,389
Industrial & Scientific,2023-11-08,2345
Furniture,2023-07-18,4332
Home & Garden,2023-12-26,838
Garden & Outdoor,2023-04-27,2565
Sports,2023-09-27,2759
Toys,2023-02-25,4742
Clothing,2023-01-06,1567
Movies & TV,2023-12-27,3651
Shoes,2023-02-26,2212
Pet Supplies,2023-11-28,735
Furniture,2023-07-17,4933
Jewelry,2023-06-17,1515
Movies & TV,2023-01-30,1856
Movies & TV,2023-01-19,446
Shoes,2023-10-03,3912
Pet Supplies,2023-07-31,3777
Baby & Kids,2023-06-25,1693
Pet Supplies,2023-06-26,2103
Software,2023-02-23,3342
Beauty & Personal Care,2023-01-25,4745
Garden & Outdoor,2023-10-28,2186
Musical Instruments,2023-12-02,827
Travel,2023-03-26,2093
Music,2023-09-29,2338
Tools & Hardware,2023-01-18,3461
Software,2023-01-24,3028
Watches,2023-09-03,3232
Movies & TV,2023-06-05,559
Computer & Tablets,2023-12-04,57
Computer & Tablets,2023-10-21,3805
Toys,2023-01-19,1870
Electronics,2023-11-07,780
Garden & Outdoor,2023-10-06,635
Baby & Kids,2023-04-06,3602
Cell Phones,2023-01-28,527
Garden & Outdoor,2023-02-21,3687
Travel,2023-07-25,2352
Books,2023-08-06,685
Health & Beauty,2023-04-20,3955
Sports,2023-10-07,1985
Food & Beverage,2023-07-13,1216
Clothing,2023-06-13,2552
Musical Instruments,2023-07-01,2680
Computer & Tablets,2023-05-17,1345
Beauty & Personal Care,2023-12-18,4655
Toys,2023-02-15,2870
Home & Garden,2023-10-20,1703
Electronics,2023-09-03,1322
Furniture,2023-12-29,1023
Music,2023-04-28,2521
Industrial & Scientific,2023-04-26,1038
Pharmacy,2023-01-04,2746
Garden & Outdoor,2023-01-03,4892
Computer & Tablets,2023-12-10,4915
Software,2023-06-06,1022
Toys,2023-02-18,1008
Travel,2023-02-14,4520
Health & Beauty,2023-09-28,2374
Music,2023-01-16,3328
Food & Beverage,2023-03-03,3119
Clothing,2023-07-31,3052
Books,2023-06-09,4373
Luggage,2023-05-19,771
Toys,2023-01-23,1536
Music,2023-12-31,1467
Beauty & Personal Care,2023-01-13,4446
Books,2023-09-28,1487
Sports,2023-06-28,3837
Watches,2023-12-11,2138
Toys,2023-08-11,622
Baby & Kids,2023-09-30,2172
Office Supplies,2023-03-08,2155
Sports,2023-07-11,3879
Baby & Kids,2023-08-04,4134
Cell Phones,2023-10-22,4782
Beauty & Personal Care,2023-07-01,3735
Books,2023-08-09,3544
Electronics,2023-06-20,907
Books,2023-08-07,2626
Pet Supplies,2023-04-25,506
Beauty & Personal Care,2023-01-26,3857
Luggage,2023-06-10,1026
Appliances,2023-12-23,791
Art & Crafts,2023-07-08,2595
Industrial & Scientific,2023-06-26,4473
Art & Crafts,2023-04-05,2147
Automotive,2023-08-11,1830
Electronics,2023-11-15,2346
Garden & Outdoor,2023-01-16,128
Musical Instruments,2023-05-05,1880
Garden & Outdoor,2023-12-02,3567
Books,2023-11-28,3284
Luggage,2023-03-21,3956
Pharmacy,2023-02-06,3098
Travel,2023-02-19,3523
Movies & TV,2023-07-17,749
Garden & Outdoor,2023-05-26,2016
Books,2023-11-09,2276
Automotive,2023-03-19,4527
Watches,2023-06-13,2241
Pet Supplies,2023-04-28,1209
Furniture,2023-05-04,2476
Movies & TV,2023-08-22,1645
Industrial & Scientific,2023-12-13,4806
Watches,2023-07-19,76
Home & Garden,2023-03-30,4021
Video Games,2023-08-05,4902
Music,2023-06-29,4692
Beauty & Personal Care,2023-12-17,1167
Video Games,2023-01-12,2689
Jewelry,2023-02-22,2469
Toys,2023-08-14,3199
Clothing,2023-05-27,3509
Computer & Tablets,2023-07-02,134
Appliances,2023-07-30,3289
Luggage,2023-02-26,2584
Watches,2023-05-19,2078
Books,2023-10-05,643
Musical Instruments,2023-07-26,4782
Home & Garden,2023-11-04,3400
Tools & Hardware,2023-06-28,1690
Pharmacy,2023-09-02,1318
Home & Garden,2023-08-28,556
Watches,2023-05-24,2793
Art & Crafts,2023-11-23,3215
Tools & Hardware,2023-01-16,4515
Automotive,2023-12-23,2176
Jewelry,2023-08-24,1359
Office Supplies,2023-05-10,3093
Jewelry,2023-12-25,4030
Jewelry,2023-10-05,2276
Clothing,2023-06-29,2297
Movies & TV,2023-10-16,2091
Movies & TV,2023-08-18,1205
Home & Garden,2023-06-16,4708
Garden & Outdoor,2023-11-20,1187
Movies & TV,2023-11-18,2600
Office Supplies,2023-10-05,1215
Appliances,2023-01-16,1731
Music,2023-01-26,2681
Industrial & Scientific,2023-01-28,1640
Appliances,2023-11-05,4864
Baby & Kids,2023-10-09,220
